,IDENTIFIER,DAYS_ENGAGED,APPS_USED
535981,153401,4,5.0
535984,175130,2,1.0
535987,253324,10,4.0
535988,276359,2,3.0
535989,110503,6,13.0
535993,128577,15,27.0
536001,283068,3,5.0
536006,239634,5,4.0
536007,318883,1,
536013,261218,6,2.0
536014,184260,20,35.0
536019,230058,8,10.0
536020,286101,7,6.0
536023,297542,4,8.0
536026,287641,8,16.0
536027,304364,3,8.0
536030,172442,2,8.0
536031,189448,2,2.0
536033,129262,9,7.0
536034,212252,5,4.0
536036,306742,5,5.0
536037,248562,3,5.0
536040,255781,1,
536045,126022,2,7.0
536052,288971,2,1.0
536058,316094,9,16.0
536059,167717,6,6.0
536063,277456,2,7.0
536069,127295,7,4.0
536070,218875,1,3.0
536076,163170,1,2.0
536078,228233,1,1.0
536087,219039,6,1.0
536090,129703,5,8.0
536093,320907,2,
536094,197700,2,4.0
536097,252991,1,
536098,287165,5,5.0
536099,271057,3,3.0
536102,323989,3,3.0
536103,251081,14,18.0
536106,292752,1,1.0
536108,121782,7,4.0
536110,269519,4,4.0
536114,204435,1,
536174,257327,3,2.0
536175,221816,1,2.0
536178,203908,4,
536180,243625,1,
536181,293045,3,4.0
536182,172264,4,8.0
536183,217932,3,6.0
536193,288759,1,1.0
536196,138026,2,
536198,138940,13,24.0
536203,200048,3,3.0
536213,308617,3,21.0
536221,277274,6,7.0
536228,306598,5,4.0
536230,240004,11,21.0
536234,240171,2,2.0
536235,314384,5,6.0
536243,164311,2,2.0
536247,296886,7,5.0
536251,119845,2,6.0
536252,128422,7,14.0
536255,316336,12,4.0
536256,144967,2,4.0
536257,162067,5,3.0
536262,278056,1,
536274,231562,1,
536275,319452,5,4.0
536276,204182,3,2.0
536280,225654,7,22.0
536289,222903,7,29.0
536291,315466,12,4.0
536292,151821,6,1.0
536295,204131,1,2.0
536297,116357,4,15.0
536298,184521,3,1.0
536300,113579,6,6.0
536305,181188,4,8.0
536310,308316,1,
536314,146925,6,5.0
536324,100802,3,4.0
536328,135625,3,18.0
536329,318068,3,4.0
536338,278226,6,4.0
536340,130584,9,17.0
536343,188911,5,7.0
536344,117632,16,10.0
536350,185561,4,7.0
536352,200721,13,20.0
536358,118732,2,1.0
536361,296200,1,1.0
536365,165847,5,8.0
536369,256273,1,1.0
536370,177837,8,13.0
536371,237210,1,1.0
536377,116728,2,1.0
536382,104251,4,7.0
536385,267917,13,20.0
536386,237439,2,3.0
536387,252040,3,6.0
536397,215674,3,1.0
536398,288193,5,23.0
536399,312959,8,11.0
536400,217936,2,4.0
536402,265127,7,8.0
536407,186857,4,12.0
536409,220736,1,1.0
536413,177089,2,
536422,152762,6,22.0
536425,221075,4,11.0
536426,204859,11,4.0
536431,139125,6,6.0
536437,108311,1,2.0
536438,165500,8,2.0
536439,250615,2,2.0
536443,196136,1,
536447,267418,2,1.0
536448,115538,1,1.0
536449,314747,16,26.0
536451,226593,3,5.0
536452,134008,5,
536453,205937,3,4.0
536455,191299,2,
536456,246437,3,
536457,206000,3,11.0
536458,245108,1,1.0
536459,142119,3,6.0
536460,216604,5,3.0
536462,325017,1,1.0
536463,142413,2,16.0
536474,271342,5,7.0
536475,106735,4,5.0
536476,101854,7,10.0
536480,135884,8,5.0
536484,301520,3,8.0
536485,122058,1,3.0
536486,130351,15,44.0
536488,205992,5,6.0
536489,252966,3,
536494,307734,4,4.0
536497,247597,1,
536499,104529,4,5.0
536501,293492,5,10.0
536505,113542,4,8.0
536509,280628,10,13.0
536510,285281,1,
536511,140453,5,19.0
536512,124065,4,7.0
536518,138519,4,55.0
536520,244277,7,8.0
536590,200253,13,16.0
536591,104607,6,10.0
536593,297426,3,4.0
536594,149521,2,
536600,308698,6,18.0
536605,316580,2,3.0
536607,206997,2,14.0
536614,271649,3,4.0
536615,181875,1,
536623,236038,8,22.0
536627,303656,1,1.0
536629,205362,4,1.0
536630,150139,2,4.0
536631,281854,6,13.0
536632,163903,1,1.0
536637,180811,1,1.0
536638,309839,3,12.0
536641,282665,2,5.0
536643,103963,1,
536647,186170,5,10.0
536648,223486,1,
536650,258968,1,
536653,271445,2,9.0
536654,139667,4,5.0
536666,114272,2,7.0
536673,123826,5,7.0
536674,122837,9,18.0
536680,213118,4,8.0
536681,138064,6,1.0
536683,232995,2,1.0
536692,264099,7,9.0
536699,106288,3,3.0
536701,312831,14,7.0
536704,221823,3,2.0
536712,213692,4,6.0
536714,113611,12,9.0
536715,313560,9,17.0
536716,180817,12,2.0
536722,108293,5,6.0
536725,100571,3,4.0
536727,201462,3,3.0
536731,311289,2,3.0
536742,273247,1,1.0
536747,244989,6,5.0
536748,117555,4,23.0
536752,165920,1,
536756,276328,3,2.0
536761,225290,2,3.0
536763,187989,1,1.0
536764,122778,4,8.0
536766,172361,4,2.0
536768,142009,4,1.0
536769,290229,7,14.0
536777,255415,3,12.0
536780,262815,6,15.0
536781,149824,6,
536782,111654,1,
536783,209888,4,6.0
536784,280910,1,
536785,103677,3,1.0
536791,146625,5,
536798,323860,8,18.0
536801,142434,7,10.0
536811,136859,2,8.0
536815,118773,4,6.0
536818,157631,5,15.0
536823,257689,6,5.0
536826,278693,1,1.0
536827,120296,5,7.0
536835,142932,2,2.0
536837,194746,2,6.0
536839,203094,9,3.0
536843,265375,4,6.0
536849,295625,6,15.0
536851,118705,4,5.0
536853,291028,4,4.0
536856,311343,5,4.0
536857,124365,1,1.0
536872,226796,11,15.0
536873,227054,4,5.0
536878,259681,5,7.0
536879,208436,4,6.0
536881,197720,9,15.0
536887,130878,11,28.0
536892,300772,5,
536897,133477,2,10.0
536958,318778,1,3.0
536960,279678,1,
536962,259169,1,
536964,214810,3,3.0
536966,235868,3,3.0
536970,177667,1,1.0
536973,218370,7,9.0
536975,113232,5,4.0
536979,114679,8,10.0
536994,209796,1,
536998,236013,4,8.0
537006,311483,2,1.0
537007,210836,2,4.0
537012,301308,11,13.0
537015,310012,4,7.0
537017,284177,3,2.0
537018,138101,2,1.0
537023,275417,1,
537025,113207,10,28.0
537027,217925,2,3.0
537029,239265,4,3.0
537036,212298,7,12.0
537043,320499,2,3.0
537048,238582,2,2.0
537053,117837,5,4.0
537057,231263,1,1.0
537062,314612,7,6.0
537064,126555,3,6.0
537066,214697,2,
537067,251071,1,
537070,225422,3,7.0
537072,170153,1,2.0
537074,124832,5,11.0
537076,143389,2,2.0
537080,213159,8,27.0
537089,178402,1,1.0
537090,266704,8,49.0
537091,124909,2,2.0
537092,260142,2,2.0
537095,176612,2,
537098,303838,2,
537099,211869,6,2.0
537105,199455,3,5.0
537108,163841,4,5.0
537113,168217,1,
537114,137346,1,2.0
537118,295400,2,4.0
537123,277404,2,1.0
537125,222878,2,5.0
537126,260427,2,1.0
537128,166547,1,1.0
537133,237689,2,2.0
537137,285666,7,11.0
537139,133491,9,9.0
537141,129933,10,5.0
537145,277255,1,
537150,309587,8,13.0
537154,266424,5,9.0
537155,230566,5,1.0
537160,262789,8,16.0
537161,184066,2,11.0
537162,252310,4,5.0
537164,306458,2,7.0
537172,180134,2,1.0
537174,307212,3,2.0
537177,125277,3,6.0
537184,123441,2,3.0
537189,101394,4,
537190,130998,8,3.0
537201,103668,3,2.0
537204,222014,2,
537212,220916,2,3.0
537213,105475,7,10.0
537215,325776,3,2.0
537216,121072,3,3.0
537218,161944,4,4.0
537221,286890,9,23.0
537224,193806,2,2.0
537235,213844,1,2.0
537243,196641,3,7.0
537256,209901,2,2.0
537261,298533,2,5.0
537263,286540,5,20.0
537267,248565,4,7.0
537269,229856,5,4.0
537270,281592,1,1.0
537275,255090,2,4.0
537276,122007,3,2.0
537287,106499,3,4.0
537289,111647,6,8.0
537291,206639,1,2.0
537350,188633,3,2.0
537354,221842,4,7.0
537355,209356,1,1.0
537356,273735,8,19.0
537359,114184,1,2.0
537362,262000,2,4.0
537364,182360,3,4.0
537365,102477,4,2.0
537366,253005,5,3.0
537372,213419,2,3.0
537373,189361,4,4.0
537374,250278,5,6.0
537378,261695,2,3.0
537383,140463,2,1.0
537385,192981,4,10.0
537386,204746,6,16.0
537388,273798,5,8.0
537393,323390,3,7.0
537394,215736,5,5.0
537396,255687,1,
537401,144816,2,2.0
537405,272047,5,4.0
537407,212302,2,
537409,148088,2,
537416,180851,2,1.0
537423,139085,2,5.0
537427,304499,2,2.0
537429,294246,1,1.0
537431,244813,4,8.0
537437,232307,1,1.0
537440,295837,4,8.0
537442,316965,2,
537443,269368,7,10.0
537444,257766,1,
537448,111785,1,2.0
537449,124602,5,15.0
537450,233460,2,
537451,270144,2,3.0
537452,288115,3,1.0
537454,129170,4,5.0
537456,317900,4,14.0
537463,201124,4,
537465,256311,1,
537467,128830,4,4.0
537468,216886,2,3.0
537471,117431,6,10.0
537477,175669,2,5.0
537478,294273,3,10.0
537479,313412,3,
537493,194056,3,6.0
537498,133393,4,6.0
537499,229565,6,19.0
537502,250896,2,7.0
537505,254709,6,49.0
537509,170530,5,7.0
537510,231988,3,4.0
537513,222610,5,4.0
537514,288356,1,1.0
537516,233785,1,1.0
537519,304707,3,4.0
537521,295258,5,3.0
537524,164374,1,7.0
537529,141488,2,8.0
537536,199996,4,10.0
537540,161174,7,9.0
537543,100717,8,4.0
537545,184944,5,7.0
537546,302557,1,2.0
537549,276744,1,1.0
537551,105058,3,1.0
537554,278536,2,3.0
537556,311979,3,3.0
537559,275103,4,11.0
537560,270735,1,1.0
537561,133357,7,9.0
537565,135734,8,17.0
537566,146188,5,
537571,249630,3,
537572,199188,5,3.0
537574,282680,3,3.0
537576,178730,2,6.0
537581,216541,1,2.0
537584,220154,1,
537588,156271,1,2.0
537593,231501,3,1.0
537597,100016,3,3.0
537615,306937,1,
537618,193969,2,4.0
537621,246070,2,
537623,245753,1,4.0
537626,120268,6,8.0
537627,208533,4,9.0
537633,297461,3,5.0
537636,304995,5,7.0
537637,139679,5,6.0
537641,303528,2,
537692,309889,2,5.0
537695,244150,1,1.0
537698,102672,1,1.0
537704,137296,3,2.0
537705,124129,5,7.0
537711,219523,2,1.0
537714,288888,3,1.0
537719,190709,1,1.0
537723,266531,1,1.0
537725,232105,3,5.0
537730,208230,3,5.0
537732,130176,6,11.0
537734,322018,9,26.0
537743,309111,1,4.0
537744,297595,1,2.0
537748,189099,2,1.0
537749,251883,3,6.0
537752,135835,4,
537756,244544,4,6.0
537758,192330,2,5.0
537760,204962,6,5.0
537761,117778,12,15.0
537763,193149,1,3.0
537766,253221,2,7.0
537767,110396,4,2.0
537771,135270,2,1.0
537773,282158,4,3.0
537775,232880,1,
537776,166032,5,3.0
537777,160190,3,3.0
537780,276344,2,1.0
537783,306559,1,1.0
537790,120030,4,3.0
537793,282397,3,12.0
537795,198231,1,1.0
537802,101615,2,2.0
537806,156608,8,8.0
537809,310739,1,1.0
537817,308375,1,1.0
537818,175278,1,1.0
537819,230758,3,3.0
537824,231786,2,4.0
537827,144996,2,6.0
537830,210472,1,
537831,102126,3,4.0
537834,122572,5,14.0
537836,242015,8,
537839,252099,5,10.0
537840,129265,1,
537846,321530,8,14.0
537859,160662,2,3.0
537863,198339,5,2.0
537865,144035,2,3.0
537866,163059,4,7.0
537874,221653,1,
537879,171235,1,
537880,297557,7,16.0
537892,293635,2,
537897,100249,3,5.0
537898,248849,5,6.0
537901,239215,3,3.0
537904,172190,1,
537906,211856,4,5.0
537908,224920,1,
537913,307486,5,10.0
537929,312702,6,11.0
537931,250772,1,
537933,217212,2,2.0
537934,240138,1,1.0
537941,321086,5,
537942,168187,3,3.0
537949,172376,4,11.0
538004,138508,1,4.0
538005,153178,9,5.0
538010,143323,3,7.0
538011,217749,4,5.0
538020,171412,2,
538021,281972,2,6.0
538022,216308,2,5.0
538029,265495,14,19.0
538034,280686,4,3.0
538036,291181,2,2.0
538039,170379,2,4.0
538042,111115,3,4.0
538046,255841,3,
538050,267825,2,4.0
538051,315864,3,4.0
538054,126918,1,1.0
538057,235610,1,2.0
538064,260635,5,1.0
538071,213940,7,5.0
538082,303423,2,3.0
538085,139694,2,2.0
538089,270680,3,1.0
538094,165473,1,2.0
538099,221835,2,2.0
538101,267074,3,3.0
538102,300991,2,2.0
538111,100540,4,
538113,155265,2,6.0
538120,317565,1,1.0
538125,136718,6,4.0
538127,113327,2,10.0
538130,112541,4,6.0
538134,129286,6,7.0
538136,229072,3,7.0
538137,174465,4,
538139,102788,3,4.0
538141,114778,2,2.0
538143,245884,1,2.0
538145,131169,2,4.0
538146,194150,7,9.0
538148,240264,1,2.0
538149,191471,1,3.0
538150,318228,1,3.0
538152,324531,3,
538153,181815,2,2.0
538155,253410,1,4.0
538162,175734,1,1.0
538165,318003,2,1.0
538175,234814,2,7.0
538179,103515,1,
538182,305378,1,1.0
538183,205582,1,
538184,237078,3,
538190,179351,2,
538198,128200,7,7.0
538203,139678,7,3.0
538205,294655,2,2.0
538206,236599,1,1.0
538209,306196,4,
538211,112863,1,1.0
538213,177445,7,9.0
538217,322996,4,3.0
538230,293849,4,2.0
538237,267016,2,1.0
538238,271580,4,
538240,239617,7,5.0
538246,301987,1,4.0
538250,100577,4,17.0
538251,279350,3,4.0
538252,246185,3,2.0
538253,153187,6,11.0
538254,132166,4,4.0
538308,222559,4,10.0
538309,258429,2,1.0
538315,230924,2,
538317,141836,3,6.0
538318,259391,2,2.0
538321,121968,4,5.0
538326,130218,6,4.0
538328,274875,6,11.0
538332,144010,1,3.0
538342,276252,9,13.0
538344,315643,9,7.0
538346,126615,3,6.0
538351,241138,2,1.0
538355,206049,7,7.0
538356,266139,2,1.0
538357,292976,3,4.0
538359,241109,6,12.0
538367,108172,5,3.0
538368,182329,1,
538370,245852,2,5.0
538371,188698,2,
538372,145724,2,2.0
538378,126161,2,3.0
538390,312457,1,
538393,115561,6,7.0
538396,232594,7,10.0
538400,287956,2,2.0
538401,284830,2,3.0
538402,204601,5,5.0
538403,230747,3,4.0
538406,106047,4,9.0
538407,160207,5,3.0
538410,170439,1,8.0
538411,228758,2,3.0
538412,162724,8,8.0
538413,198423,6,5.0
538419,287464,6,9.0
538427,276998,3,6.0
538428,300748,3,4.0
538434,108169,7,5.0
538436,194298,3,13.0
538437,145240,3,2.0
538438,220031,5,14.0
538440,312508,1,
538444,108479,1,1.0
538448,290270,3,8.0
538450,126659,2,1.0
538451,132391,4,2.0
538453,191766,2,3.0
538460,193433,1,1.0
538461,188022,2,6.0
538462,288777,1,3.0
538463,318302,3,3.0
538469,299386,4,3.0
538477,116933,2,3.0
538481,306251,6,2.0
538492,172740,6,13.0
538494,227219,1,
538495,189011,1,8.0
538497,164295,1,1.0
538500,184773,3,2.0
538502,257080,1,
538508,252108,2,
538513,108397,2,8.0
538515,121772,4,2.0
538516,211988,3,
538523,153572,1,
538526,163692,3,5.0
538532,317079,2,1.0
538542,265446,14,28.0
538543,211872,8,4.0
538546,189199,1,1.0
538551,200541,2,3.0
538557,218872,1,
538558,240667,1,1.0
538561,207062,1,4.0
538597,196004,4,1.0
538602,155034,1,2.0
538605,138388,3,5.0
538609,114284,5,11.0
538614,129486,4,18.0
538615,304194,3,
538622,300587,1,1.0
538628,189885,1,3.0
538629,299157,2,5.0
538634,180831,2,2.0
538637,245990,2,1.0
538638,323492,2,1.0
538640,258052,2,3.0
538643,227811,1,3.0
538646,205747,6,7.0
538656,215931,1,
538660,269784,1,2.0
538661,221435,1,5.0
538668,267386,1,2.0
538670,240949,7,5.0
538673,202372,2,
538675,108804,3,
538677,287832,1,
538679,325189,2,
538683,294670,2,11.0
538685,286015,1,1.0
538687,290943,2,1.0
538689,309937,7,13.0
538693,148630,2,2.0
538697,230931,3,5.0
538703,115609,3,3.0
538711,228212,5,
538720,235421,2,
538723,156359,4,7.0
538726,147798,8,10.0
538728,148684,2,
538729,311341,1,
538731,305872,2,1.0
538735,169125,1,3.0
538736,304886,1,3.0
538738,208393,1,
538745,218997,5,5.0
538752,249255,3,2.0
538764,130741,5,5.0
538765,230756,5,8.0
538768,133854,2,2.0
538771,226314,2,2.0
538772,168708,3,4.0
538774,217590,1,
538779,245686,2,1.0
538781,168608,2,1.0
538785,140457,4,5.0
538788,166600,4,13.0
538795,294571,3,2.0
538797,242394,1,
538800,112156,5,5.0
538801,100870,3,5.0
538810,258211,1,2.0
538811,254093,6,1.0
538813,194748,1,9.0
538814,149465,2,9.0
538816,105201,5,8.0
538817,159639,5,14.0
538831,129094,4,4.0
538832,262073,3,4.0
538879,324145,1,1.0
538881,186156,1,
538883,256725,4,5.0
538890,159860,3,
538897,145869,1,
538902,221328,4,5.0
538903,304794,2,2.0
538910,126332,5,17.0
538915,123771,1,
538916,295170,1,1.0
538918,276140,2,3.0
538919,222939,4,4.0
538921,113466,3,9.0
538922,196477,5,3.0
538924,160554,3,1.0
538926,238675,6,30.0
538930,138473,3,6.0
538935,169261,3,9.0
538939,203558,3,3.0
538941,297511,5,
538942,257647,10,4.0
538947,121462,4,14.0
538949,199387,6,1.0
538952,254227,4,2.0
538953,138443,1,1.0
538954,193358,1,
538955,187704,4,7.0
538957,245579,1,2.0
538961,131263,3,6.0
538967,163525,4,7.0
538970,227497,4,1.0
538972,213233,1,2.0
538978,145918,3,3.0
538979,143772,6,6.0
538986,221099,7,14.0
538993,314037,2,2.0
539005,151815,1,
539006,118857,2,
539009,321397,3,3.0
539019,294873,6,15.0
539020,307568,4,7.0
539023,222989,5,5.0
539024,322646,3,2.0
539026,114905,5,9.0
539027,117136,1,
539034,188978,4,3.0
539035,302332,2,
539038,252384,1,
539041,149795,3,10.0
539045,186651,4,8.0
539046,297507,1,
539049,294347,2,6.0
539051,313826,2,1.0
539052,299057,1,4.0
539053,281337,3,1.0
539055,212544,3,2.0
539060,291405,2,
539063,206910,1,1.0
539069,180257,4,
539071,281370,6,11.0
539073,169072,1,5.0
539075,134120,3,2.0
539077,165743,3,3.0
539081,285585,6,10.0
539083,211565,1,1.0
539086,247816,1,1.0
539089,226263,5,5.0
539098,172495,2,2.0
539099,278282,1,
539147,169752,2,4.0
539150,295575,1,1.0
539151,248123,10,12.0
539155,110661,2,3.0
539163,203028,1,1.0
539167,207269,3,3.0
539168,129958,5,11.0
539169,140766,2,6.0
539172,205932,2,3.0
539175,121043,1,3.0
539176,202494,2,4.0
539177,227282,4,7.0
539180,166973,3,
539183,105427,4,3.0
539184,156426,2,1.0
539187,320551,1,
539189,325804,1,
539190,317268,4,4.0
539191,173291,10,12.0
539198,110276,1,
539199,111760,1,2.0
539203,170975,3,2.0
539207,142642,3,5.0
539211,181204,1,4.0
539215,193141,3,2.0
539217,263422,2,4.0
539219,139053,3,5.0
539220,205950,2,5.0
539225,146292,2,8.0
539226,222263,1,1.0
539229,227649,6,4.0
539233,267765,2,5.0
539234,179038,5,1.0
539235,234238,4,5.0
539236,214800,1,1.0
539238,176873,1,2.0
539241,220030,3,5.0
539242,158996,1,1.0
539245,125900,5,4.0
539246,130024,1,1.0
539254,158499,6,18.0
539257,312238,1,1.0
539260,102352,3,9.0
539263,128672,7,5.0
539277,169182,3,4.0
539282,257077,2,2.0
539284,318278,4,1.0
539287,316146,1,
539289,322777,5,7.0
539290,199771,4,5.0
539292,192728,8,11.0
539293,133833,4,10.0
539294,221434,4,4.0
539300,130962,2,1.0
539301,202764,2,3.0
539302,245749,5,2.0
539304,165759,2,5.0
539305,307493,4,6.0
539306,289519,2,
539307,173354,2,1.0
539308,233123,2,3.0
539310,148697,2,3.0
539313,307945,1,
539314,159703,1,
539329,174856,2,1.0
539331,319289,3,2.0
539334,190148,1,2.0
539339,295073,4,11.0
539341,267008,1,2.0
539344,200823,2,
539345,181949,3,1.0
539383,200539,1,
539386,146055,2,7.0
539395,213139,3,8.0
539396,201371,6,24.0
539397,182776,2,4.0
539398,105812,9,11.0
539400,275535,1,1.0
539410,186214,1,1.0
539413,309157,5,5.0
539415,150331,1,
539417,298052,2,
539424,320981,1,1.0
539428,127533,2,1.0
539433,202451,1,
539437,136861,3,4.0
539439,315767,2,6.0
539442,131352,2,6.0
539450,185010,2,2.0
539454,257285,7,6.0
539456,269312,1,
539457,102106,4,3.0
539458,239591,6,12.0
539460,184272,3,1.0
539469,119484,3,3.0
539471,254461,4,2.0
539472,224442,3,5.0
539478,227666,1,1.0
539487,159682,7,8.0
539492,236741,5,7.0
539510,278870,5,4.0
539511,251965,2,1.0
539514,246580,6,6.0
539516,289377,1,
539517,277792,1,1.0
539518,318474,1,1.0
539522,237780,2,1.0
539524,121896,2,3.0
539527,253117,1,
539533,152185,1,
539538,107161,4,8.0
539540,250103,1,3.0
539547,265675,2,1.0
539549,172166,1,
539552,112595,1,1.0
539555,162827,2,
539556,231720,2,
539558,216714,3,
539559,235240,5,6.0
539561,259547,3,4.0
539566,188295,1,1.0
539570,214904,1,1.0
539573,122190,1,
539577,321586,3,
539588,159827,2,3.0
539590,260036,1,
539591,275967,5,4.0
539636,129447,9,8.0
539639,187604,1,1.0
539644,192626,3,2.0
539645,115999,8,26.0
539647,298267,2,5.0
539650,179251,1,1.0
539659,222493,4,18.0
539665,299322,13,69.0
539673,271862,2,3.0
539676,127204,6,13.0
539677,284307,1,3.0
539684,141507,2,3.0
539685,127100,4,1.0
539691,220000,2,2.0
539692,158167,1,4.0
539697,218019,4,6.0
539698,293257,2,2.0
539700,158584,2,1.0
539705,294225,3,5.0
539711,253184,1,1.0
539713,281546,4,2.0
539715,111914,4,5.0
539720,212574,2,1.0
539722,122723,2,1.0
539726,191440,3,5.0
539729,120348,1,
539730,243416,4,6.0
539732,247423,4,4.0
539733,246864,5,
539734,238928,3,3.0
539735,302267,3,
539736,117117,1,6.0
539739,236765,2,3.0
539741,186546,1,
539742,298163,2,9.0
539743,159275,2,1.0
539744,292618,3,
539751,102667,3,7.0
539752,197598,3,
539754,319516,4,5.0
539758,171757,1,2.0
539764,235465,2,4.0
539771,225191,1,
539773,288071,1,1.0
539777,211238,4,1.0
539778,319396,1,1.0
539788,260416,1,2.0
539790,266624,2,9.0
539794,122356,2,2.0
539797,222090,2,2.0
539801,140127,3,6.0
539807,133128,2,2.0
539810,230537,1,2.0
539811,319158,3,6.0
539812,279019,2,12.0
539813,279725,3,4.0
539820,273743,2,
539822,282570,3,2.0
539825,202724,1,2.0
539828,285712,1,3.0
539831,204963,4,4.0
539836,195197,2,
539840,147790,2,
539844,198252,2,4.0
539845,124978,3,5.0
539846,145784,2,
539898,143471,4,6.0
539906,141812,2,6.0
539910,123562,9,17.0
539919,193388,2,2.0
539927,272323,1,2.0
539934,121154,2,1.0
539936,282524,1,1.0
539937,285477,3,5.0
539939,277194,4,3.0
539941,163286,3,4.0
539945,218574,2,2.0
539948,193888,2,6.0
539953,266100,3,3.0
539957,317151,3,3.0
539960,207703,7,3.0
539964,294616,2,3.0
539967,126901,1,1.0
539975,227587,1,1.0
539981,137772,1,1.0
539982,170462,1,
539986,212266,1,
539987,105043,1,
539988,124803,2,
539989,288273,1,2.0
539994,120017,1,5.0
539996,281368,3,
540002,236336,3,5.0
540003,274267,2,2.0
540005,103288,6,13.0
540008,129162,4,4.0
540019,252888,1,
540020,121171,1,4.0
540021,167146,2,4.0
540022,231609,1,2.0
540024,220060,2,
540030,177347,1,3.0
540032,227575,1,4.0
540034,211110,2,1.0
540035,220099,2,1.0
540047,118405,6,7.0
540048,261313,2,6.0
540049,246339,2,1.0
540050,237085,1,
540051,169718,3,
540054,254269,3,3.0
540055,202517,1,1.0
540056,273327,1,1.0
540058,303733,3,4.0
540059,164736,3,6.0
540060,225822,1,
540061,229814,1,2.0
540063,129251,2,4.0
540072,195137,1,2.0
540078,233961,2,
540089,277007,2,3.0
540093,158951,2,4.0
540095,275419,1,
540096,151578,1,
540101,246260,5,9.0
540146,322196,1,4.0
540147,146937,4,5.0
540148,128945,3,9.0
540149,188200,1,5.0
540151,115243,3,
540154,269859,1,
540155,268670,5,3.0
540159,207139,3,4.0
540162,158474,1,2.0
540174,240910,2,4.0
540179,199436,2,7.0
540180,234608,2,
540184,205395,2,1.0
540190,238460,3,
540192,101410,2,4.0
540194,174754,1,5.0
540195,154923,2,
540196,219165,2,1.0
540199,253445,4,
540200,290291,1,5.0
540220,217874,4,4.0
540221,256960,1,2.0
540224,199697,1,1.0
540235,201273,1,
540236,237435,5,4.0
540239,152394,1,2.0
540249,140888,1,3.0
540252,185610,2,4.0
540258,143797,3,1.0
540262,225083,5,9.0
