,IDENTIFIER,TRX_AMOUNT,TRX_CNT,MERCHANT_CNT,MODE_1,MODE_1_CNT
3076,105879,38.4,2,2,Bills,1
3077,175685,24.24,2,2,Bills,1
3078,182876,14.87,2,2,Bills,1
3079,256398,17.21,2,2,Bills,1
3080,116682,107.6,4,4,Bills,2
3081,112465,16.69,2,2,Bills,1
3082,106674,93.81,4,2,Bills,2
3083,109598,101.13,5,4,Bills,3
3084,151120,26.13,2,2,Bills,1
3085,154571,100.65,11,2,Bills,10
3086,113805,35.91,3,3,Bills,2
3087,230144,10.64,2,2,Bills,1
3088,139703,44.55,4,4,Bills,3
3089,266285,38.95,3,3,Bills,2
3090,274112,42.24,3,3,Bills,2
3091,302097,49.76,2,2,Bills,1
3092,165374,28.86,2,2,Bills,1
3093,107847,62.46,4,3,Bills,2
3094,103243,48.85,3,3,Bills,2
3095,256109,33.99,3,3,Bills,2
3096,126967,44.62,3,3,Bills,2
3097,236751,51.4,2,2,Bills,1
3098,135475,62.4,3,3,Bills,2
3099,118858,86.97,2,2,Bills,1
3100,194308,25.89,2,2,Bills,1
3101,317299,40.7,4,4,Bills,2
3102,256695,38.83,3,3,Bills,2
3103,118850,30.0,3,3,Bills,2
3104,177818,30.86,2,2,Bills,1
3105,139675,33.86,2,2,Bills,1
3106,127810,29.17,2,2,Bills,1
3107,113806,31.41,2,2,Bills,1
3108,229485,18.85,2,2,Bills,1
3109,151728,25.6,2,2,Bills,1
3110,244250,42.97,10,6,Bills,7
3111,121650,58.36,2,2,Bills,1
3112,105318,157.89,4,4,Bills,2
3113,304853,28.34,2,2,Bills,1
3114,183308,70.16,3,3,Bills,2
3115,131718,57.23,3,3,Bills,2
3116,271978,35.13,2,2,Bills,1
3117,168598,35.83,3,3,Bills,2
3118,141451,38.15,2,2,Bills,1
3119,240499,43.03,2,2,Bills,1
3120,115416,26.61,2,2,Bills,1
3121,106402,113.71,4,3,Bills,3
3122,157607,34.72,2,2,Bills,1
3123,264331,26.99,3,3,Bills,2
3124,273104,76.79,3,3,Bills,2
3125,262551,30.5,6,4,Bills,3
3126,208478,9.29,3,2,Bills,2
3127,262010,42.29,3,3,Bills,2
3128,207394,26.84,2,2,Bills,1
3129,141443,47.92,3,2,Bills,2
3130,140206,34.86,2,2,Bills,1
3131,154838,56.53,3,2,Bills,2
3132,315938,25.63,2,2,Bills,1
3403,105100,50.65,3,2,Bills,2
3404,215407,108.97,8,4,Bills,5
3405,108817,44.25,2,2,Bills,1
3406,142422,53.8,4,3,Bills,2
3407,150993,24.97,6,3,Bills,3
3408,238705,40.2,4,3,Bills,2
3409,193820,21.39,2,2,Bills,1
3410,126943,23.32,2,2,Bills,1
3411,138683,67.65,8,5,Bills,5
3412,126447,23.02,2,2,Bills,1
3413,300021,61.22,3,3,Bills,2
3414,139878,40.93,2,2,Bills,1
3415,110602,27.2,2,2,Bills,1
3416,125266,99.93,3,2,Bills,2
3417,221977,79.47,4,3,Bills,3
3418,290248,29.71,2,2,Bills,1
3419,143342,54.27,5,3,Bills,3
3420,300422,25.19,4,2,Bills,2
3421,111262,34.49,2,2,Bills,1
3422,138545,44.83,4,2,Bills,2
3423,117079,63.73,4,2,Bills,3
3424,214419,54.37,3,2,Bills,2
3425,265543,19.09,2,2,Bills,1
3426,124166,12.69,2,2,Bills,1
3427,159567,50.32,3,3,Bills,2
3428,321550,34.77,4,3,Bills,2
3429,122725,8.82,2,2,Bills,1
3430,202732,58.84,2,2,Bills,1
3431,274946,22.65,2,2,Bills,1
3432,274979,28.61,2,2,Bills,1
3433,156680,39.5,2,2,Bills,1
3434,111552,21.77,2,2,Bills,1
3435,116524,38.2,3,3,Bills,2
3436,112592,56.38,4,3,Bills,3
3437,120465,38.45,2,2,Bills,1
3438,266024,31.21,2,2,Bills,1
3439,277378,41.09,4,3,Bills,2
3440,217960,50.93,2,2,Bills,1
3441,272526,5.14,3,2,Bills,2
3442,137601,21.47,11,4,Bills,8
3443,299858,95.16,3,2,Bills,2
3444,132645,25.68,3,3,Bills,2
3445,121973,19.01,6,5,Bills,4
3446,116523,69.08,2,2,Bills,1
3447,304365,22.03,2,2,Bills,1
3448,154522,26.67,2,2,Bills,1
3449,125261,42.0,3,3,Bills,2
3450,128588,32.53,2,2,Bills,1
3451,253890,18.41,2,2,Bills,1
3452,236951,18.99,2,2,Bills,1
3453,137042,35.8,3,2,Bills,2
3454,322624,12.0,2,2,Bills,1
3455,181606,54.27,3,3,Bills,2
3456,241982,97.91,2,2,Bills,1
3457,236374,30.92,2,2,Bills,1
3458,318857,38.74,2,2,Bills,1
3459,176850,76.59,6,3,Bills,4
3460,110319,41.96,3,2,Bills,2
3461,313686,31.07,2,2,Bills,1
3462,305863,47.96,4,2,Bills,2
3463,224309,37.61,2,2,Bills,1
3464,139278,41.8,2,2,Bills,1
3465,243887,27.99,2,2,Bills,1
3466,122380,26.32,2,2,Bills,1
3467,101602,64.99,4,3,Bills,3
3468,131222,25.28,2,2,Bills,1
3469,236819,12.97,2,2,Bills,1
3470,309824,43.49,3,3,Bills,2
3471,115353,8.57,2,2,Bills,1
3472,116899,122.85,12,4,Bills,8
3473,307498,48.76,3,3,Bills,2
3474,266433,66.3,4,3,Bills,3
3475,266632,53.08,3,3,Bills,2
3476,120337,18.87,2,2,Bills,1
3477,316040,7.29,4,2,Bills,3
3478,203416,140.51,6,3,Bills,4
3479,311200,45.62,3,2,Bills,2
3480,176181,51.14,4,3,Bills,3
3481,113152,43.67,2,2,Bills,1
3482,279626,31.75,3,3,Bills,2
3483,264219,16.83,6,2,Bills,5
3484,144299,27.34,2,2,Bills,1
3485,231902,62.98,4,3,Bills,2
3486,325007,83.74,5,4,Bills,4
3487,169413,28.23,2,2,Bills,1
3488,278508,22.0,4,2,Bills,3
3489,235252,19.65,2,2,Bills,1
3490,113960,15.69,2,2,Bills,1
3491,211548,40.34,4,4,Bills,2
3492,220816,59.06,4,3,Bills,2
3493,195570,29.51,3,3,Bills,2
3494,192401,19.03,2,2,Bills,1
3495,141152,26.41,2,2,Bills,1
3496,115228,7.55,2,2,Bills,1
3497,114462,70.56,4,3,Bills,2
3498,162737,1.86,2,2,Bills,1
3499,200656,64.58,3,3,Bills,2
3736,111020,28.03,2,2,Bills,1
3737,281185,25.07,2,2,Bills,1
3738,174700,83.97,3,3,Bills,2
3739,186248,21.43,5,2,Bills,4
3740,150390,55.89,3,3,Bills,2
3741,163759,10.73,2,2,Bills,1
3742,224697,23.31,2,2,Bills,1
3743,307517,19.69,2,2,Bills,1
3744,248278,8.18,2,2,Bills,1
3745,110174,69.07,3,3,Bills,2
3746,140749,53.4,3,3,Bills,2
3747,121681,38.32,3,3,Bills,2
3748,139476,45.65,2,2,Bills,1
3749,105052,45.67,4,3,Bills,2
3750,232951,94.61,5,3,Bills,3
3751,140887,75.45,3,2,Bills,2
3752,153761,38.26,2,2,Bills,1
3753,321365,76.1,4,3,Bills,2
3754,323111,83.39,4,3,Bills,3
3755,123091,59.12,3,3,Bills,2
3756,146322,30.65,2,2,Bills,1
3757,112527,32.54,2,2,Bills,1
3758,246167,27.49,2,2,Bills,1
3759,205262,33.86,2,2,Bills,1
3760,218983,71.92,5,3,Bills,3
3761,231979,18.11,2,2,Bills,1
3762,196796,44.04,2,2,Bills,1
3763,311313,41.82,3,2,Bills,2
3764,155185,20.66,2,2,Bills,1
3765,315529,30.49,3,3,Bills,2
3766,109506,14.4,2,2,Bills,1
3767,238885,53.93,4,3,Bills,3
3768,205456,44.91,4,3,Bills,2
3769,123705,22.11,2,2,Bills,1
3770,183190,92.63,5,4,Bills,3
3771,151575,56.72,2,2,Bills,1
3772,224763,67.16,4,3,Bills,2
3773,208153,65.35,3,2,Bills,2
3774,102497,137.75,5,2,Bills,4
3775,147362,186.74,5,4,Bills,3
3776,311149,52.93,2,2,Bills,1
3777,165513,26.64,2,2,Bills,1
3778,183472,34.75,4,3,Bills,3
3779,144305,38.51,3,3,Bills,2
3780,310734,15.98,2,2,Bills,1
3781,218861,16.27,3,3,Bills,2
3782,108132,22.64,3,2,Bills,2
3783,201296,28.0,16,3,Bills,9
3784,281365,16.42,3,3,Bills,2
3785,187672,51.12,2,2,Bills,1
3786,246910,55.35,2,2,Bills,1
3787,279654,18.4,2,2,Bills,1
3788,146017,40.87,2,2,Bills,1
3789,247792,75.05,4,2,Bills,3
3790,318385,23.54,2,2,Bills,1
3791,280162,20.01,2,2,Bills,1
3792,275760,10.88,2,2,Bills,1
3793,104685,141.86,4,3,Bills,3
3794,283610,95.42,3,2,Bills,2
3795,125177,50.44,8,4,Bills,5
3796,301057,20.66,2,2,Bills,1
3797,263268,14.31,2,2,Bills,1
3798,201870,48.25,4,3,Bills,3
3799,244483,37.82,2,2,Bills,1
3800,114775,729.09,9,5,Bills,6
3801,211369,54.21,3,3,Bills,2
3802,262078,25.51,3,3,Bills,2
3803,113602,67.27,5,3,Bills,3
3804,126301,40.72,3,3,Bills,2
3805,125812,45.1,3,3,Bills,2
3806,316439,37.58,2,2,Bills,1
3807,294630,43.28,5,5,Bills,3
3808,214771,30.64,3,2,Bills,2
3809,177163,106.58,8,5,Bills,5
3810,259693,16.97,2,2,Bills,1
3811,248282,20.56,2,2,Bills,1
3812,212945,24.4,2,2,Bills,1
3813,239376,41.09,2,2,Bills,1
3814,128349,58.49,2,2,Bills,1
3815,304049,14.64,2,2,Bills,1
3816,228300,24.14,3,2,Bills,2
3817,123953,52.3,3,3,Bills,2
4059,217954,20.33,2,2,Bills,1
4060,248208,50.3,3,2,Bills,2
4061,131799,24.49,2,2,Bills,1
4062,125198,51.9,2,2,Bills,1
4063,134637,11.4,5,2,Bills,3
4064,259557,11.43,2,2,Bills,1
4065,298171,81.13,6,5,Bills,4
4066,108424,48.34,3,3,Bills,2
4067,100468,41.39,3,3,Bills,2
4068,158238,27.46,2,2,Bills,1
4069,312778,45.74,5,3,Bills,3
4070,176742,33.4,2,2,Bills,1
4071,315642,64.49,2,2,Bills,1
4072,136396,34.03,2,2,Bills,1
4073,225658,32.54,3,3,Bills,2
4074,279226,45.96,3,3,Bills,2
4075,241699,20.66,2,2,Bills,1
4076,201816,46.95,3,3,Bills,2
4077,116831,59.32,3,3,Bills,2
4078,124110,80.21,4,3,Bills,3
4079,188994,34.77,2,2,Bills,1
4080,297933,31.23,2,2,Bills,1
4081,256024,109.13,5,2,Bills,3
4082,204667,24.23,2,2,Bills,1
4083,130548,16.4,2,2,Bills,1
4084,310315,34.96,4,3,Bills,3
4085,138741,39.29,2,2,Bills,1
4086,123830,34.89,2,2,Bills,1
4087,102350,16.88,2,2,Bills,1
4088,226397,29.15,2,2,Bills,1
4089,296315,104.53,4,2,Bills,2
4090,145469,23.99,2,2,Bills,1
4091,113163,66.06,4,3,Bills,2
4092,194578,19.73,2,2,Bills,1
4093,153924,35.94,3,3,Bills,2
4094,220276,42.2,2,2,Bills,1
4095,101899,128.28,4,2,Bills,3
4096,225668,39.7,2,2,Bills,1
4097,324805,35.85,3,2,Bills,2
4098,124975,19.15,2,2,Bills,1
4099,106650,45.82,3,3,Bills,2
4100,112019,61.41,6,4,Bills,4
4101,155357,44.36,4,4,Bills,3
4102,104921,119.03,3,2,Bills,2
4103,249185,24.55,6,3,Bills,3
4104,191921,10.62,2,2,Bills,1
4105,130903,31.61,2,2,Bills,1
4106,160062,63.9,6,4,Bills,4
4107,230307,5.43,3,2,Bills,2
4108,210220,19.23,2,2,Bills,1
4109,108818,37.14,2,2,Bills,1
4110,141838,55.57,4,2,Bills,2
4111,120564,32.57,3,3,Bills,2
4112,123685,34.77,2,2,Bills,1
4113,154027,25.13,2,2,Bills,1
4114,120420,52.76,6,4,Bills,3
4115,128797,24.62,3,3,Bills,2
4116,205983,47.59,2,2,Bills,1
4117,172397,20.97,2,2,Bills,1
4118,204768,10.0,2,2,Bills,1
4119,130473,78.91,4,3,Bills,2
4120,187466,54.31,2,2,Bills,1
4121,291194,17.09,2,2,Bills,1
4122,323047,27.48,2,2,Bills,1
4123,125518,19.28,2,2,Bills,1
4124,248647,88.09,4,3,Bills,2
4125,113419,29.64,2,2,Bills,1
4126,100096,41.34,3,3,Bills,2
4127,102052,52.04,4,2,Bills,3
4128,322017,18.65,2,2,Bills,1
4129,172726,26.43,4,4,Bills,2
4130,110782,34.27,3,3,Bills,2
4131,194025,78.76,5,4,Bills,3
4132,111902,88.14,7,6,Bills,4
4133,129639,90.77,4,3,Bills,2
4134,108276,21.52,2,2,Bills,1
4135,176862,34.99,6,3,Bills,5
4136,118798,83.68,3,3,Bills,2
4137,167538,23.46,2,2,Bills,1
4138,150803,43.36,3,3,Bills,2
4139,218258,12.76,2,2,Bills,1
4140,221886,35.45,3,3,Bills,2
4141,293960,45.36,2,2,Bills,1
4142,138542,48.89,3,2,Bills,2
4143,252819,36.27,3,3,Bills,2
4144,108106,11.85,2,2,Bills,1
4145,242672,28.69,2,2,Bills,1
4146,324044,3.33,2,2,Bills,1
4147,299788,11.0,2,2,Bills,1
4148,285610,13.35,2,2,Bills,1
4397,127779,62.24,3,3,Bills,2
4398,141774,31.96,2,2,Bills,1
4399,139774,20.4,2,2,Bills,1
4400,124225,38.63,2,2,Bills,1
4401,135956,58.98,6,4,Bills,4
4402,287461,46.79,5,4,Bills,3
4403,291811,38.32,2,2,Bills,1
4404,279709,20.54,6,2,Bills,5
4405,227178,35.7,2,2,Bills,1
4406,278759,25.48,2,2,Bills,1
4407,129287,33.96,3,3,Bills,2
4408,203817,25.98,2,2,Bills,1
4409,107138,66.43,5,4,Bills,3
4410,289634,28.2,2,2,Bills,1
4411,123437,28.03,2,2,Bills,1
4412,153825,26.76,2,2,Bills,1
4413,120057,47.68,5,3,Bills,4
4414,273793,56.44,3,2,Bills,2
4415,184510,16.14,2,2,Bills,1
4416,111633,186.55,8,4,Bills,6
4417,130664,83.73,5,3,Bills,3
4418,272461,28.83,2,2,Bills,1
4419,108384,46.06,3,3,Bills,2
4420,231105,19.3,2,2,Bills,1
4421,115851,36.73,3,3,Bills,2
4422,274820,73.54,5,3,Bills,4
4423,245577,14.29,9,2,Bills,8
4424,122293,19.53,3,3,Bills,2
4425,269518,24.94,2,2,Bills,1
4426,211729,20.36,2,2,Bills,1
4427,136147,31.56,2,2,Bills,1
4428,132485,116.9,8,3,Bills,5
4429,305394,32.88,2,2,Bills,1
4430,257083,5.77,2,2,Bills,1
4431,120667,17.33,2,2,Bills,1
4432,231576,31.41,3,2,Bills,2
4433,143795,39.56,2,2,Bills,1
4434,135628,44.75,3,3,Bills,2
4435,141965,41.11,3,2,Bills,2
4436,302792,27.7,2,2,Bills,1
4437,139784,22.31,2,2,Bills,1
4438,133442,67.63,4,3,Bills,3
4439,304767,33.63,2,2,Bills,1
4440,299263,12.86,3,2,Bills,2
4441,285542,50.99,2,2,Bills,1
4442,117854,41.58,2,2,Bills,1
4443,213858,34.96,3,3,Bills,2
4444,276553,41.94,2,2,Bills,1
4445,194965,55.19,4,2,Bills,2
4446,267732,56.95,3,2,Bills,2
4447,177679,30.4,2,2,Bills,1
4448,143104,68.81,4,3,Bills,2
4449,266853,22.79,2,2,Bills,1
4450,123634,25.67,2,2,Bills,1
4451,249470,102.19,2,2,Bills,1
4452,167389,35.4,3,2,Bills,2
4453,136848,53.77,2,2,Bills,1
4454,260942,82.7,3,3,Bills,2
4455,252135,41.32,3,3,Bills,2
4456,179234,19.71,5,2,Bills,3
4457,107754,52.45,3,2,Bills,2
4458,146734,48.33,6,4,Bills,3
4459,245218,17.77,2,2,Bills,1
4460,114945,69.15,2,2,Bills,1
4461,232634,26.11,3,3,Bills,2
4462,238746,43.63,2,2,Bills,1
4463,218008,39.34,4,4,Bills,2
4464,131365,26.32,3,3,Bills,2
4465,151539,55.24,2,2,Bills,1
4466,177168,17.97,2,2,Bills,1
4467,222802,36.07,2,2,Bills,1
4468,157250,49.74,4,3,Bills,3
4469,217117,30.78,2,2,Bills,1
4717,121345,23.16,3,2,Bills,2
4718,103221,43.08,2,2,Bills,1
4719,236312,36.92,2,2,Bills,1
4720,269693,31.7,3,3,Bills,2
4721,234450,12.69,2,2,Bills,1
4722,136527,25.18,3,3,Bills,2
4723,247548,38.55,2,2,Bills,1
4724,285060,39.18,2,2,Bills,1
4725,317919,35.89,3,3,Bills,2
4726,122118,13.36,2,2,Bills,1
4727,137791,36.72,2,2,Bills,1
4728,202416,31.64,3,3,Bills,2
4729,182934,71.6,3,3,Bills,2
4730,290793,48.48,6,2,Bills,5
4731,243736,134.13,7,4,Bills,4
4732,132035,73.48,4,3,Bills,2
4733,123280,23.49,2,2,Bills,1
4734,140394,42.77,2,2,Bills,1
4735,232236,17.34,2,2,Bills,1
4736,294736,53.49,3,2,Bills,2
4737,198303,24.15,3,3,Bills,2
4738,111842,46.23,4,3,Bills,3
4739,243083,27.6,10,4,Bills,5
4740,196319,32.17,2,2,Bills,1
4741,189221,70.77,2,2,Bills,1
4742,253838,20.01,2,2,Bills,1
4743,193897,7.5,2,2,Bills,1
4744,320253,38.33,2,2,Bills,1
4745,269746,20.86,2,2,Bills,1
4746,240932,5.71,2,2,Bills,1
4747,112308,39.08,3,3,Bills,2
4748,272453,60.93,4,2,Bills,3
4749,139553,55.11,3,3,Bills,2
4750,130794,46.77,2,2,Bills,1
4751,157244,22.99,2,2,Bills,1
4752,116277,29.05,2,2,Bills,1
4753,159151,47.98,2,2,Bills,1
4754,268940,37.53,3,3,Bills,2
4755,128064,23.35,4,4,Bills,3
4756,263689,42.37,3,3,Bills,2
4757,116291,15.43,7,3,Bills,5
4758,226224,51.38,3,3,Bills,2
4759,157415,33.98,2,2,Bills,1
4760,127408,99.42,3,3,Bills,2
4761,303013,44.54,3,2,Bills,2
4762,112577,23.53,2,2,Bills,1
4763,306427,24.17,2,2,Bills,1
4764,119687,23.67,2,2,Bills,1
4765,104440,29.17,2,2,Bills,1
4766,289893,48.61,4,3,Bills,3
4767,322753,33.23,8,3,Bills,6
4768,273714,116.45,4,3,Bills,3
4769,275771,68.08,6,3,Bills,3
4770,259515,31.44,3,3,Bills,2
4771,285515,89.66,3,3,Bills,2
4772,159910,50.74,5,4,Bills,3
4773,140651,3.79,2,2,Bills,1
4774,139090,67.42,3,3,Bills,2
4775,197353,23.82,2,2,Bills,1
4776,136074,17.15,3,3,Bills,2
4777,127358,31.83,2,2,Bills,1
4778,203357,41.48,4,4,Bills,2
4779,108242,12.68,2,2,Bills,1
4780,226145,23.3,2,2,Bills,1
4781,157108,62.45,4,3,Bills,3
4782,112486,68.05,3,3,Bills,2
4783,262978,9.43,2,2,Bills,1
4784,239262,28.56,4,3,Bills,2
4785,138372,52.59,3,3,Bills,2
4786,235118,30.18,2,2,Bills,1
4787,115107,26.2,3,3,Bills,2
4788,312222,22.91,2,2,Bills,1
4789,199899,8.51,4,2,Bills,2
4790,285117,17.89,2,2,Bills,1
4791,173959,15.97,6,4,Bills,4
4792,293314,25.86,2,2,Bills,1
4793,290956,40.39,2,2,Bills,1
4794,185960,34.25,7,4,Bills,4
4795,291469,55.21,4,3,Bills,3
5045,113177,154.19,5,3,Bills,4
5046,126042,251.67,3,3,Bills,2
5047,315007,17.76,2,2,Bills,1
5048,130704,37.09,2,2,Bills,1
5049,261105,71.48,4,4,Bills,2
5050,122414,14.73,2,2,Bills,1
5051,198364,44.29,3,3,Bills,2
5052,134508,16.26,7,3,Bills,4
5053,273068,52.69,3,3,Bills,2
5054,278222,98.1,11,5,Bills,6
5055,120937,64.89,3,2,Bills,2
5056,108279,88.64,6,3,Bills,5
5057,154180,23.53,2,2,Bills,1
5058,141532,6.01,2,2,Bills,1
5059,174048,49.79,2,2,Bills,1
5060,115736,15.69,2,2,Bills,1
5061,229272,38.49,2,2,Bills,1
5062,135124,16.47,2,2,Bills,1
5063,140997,25.71,3,3,Bills,2
5064,167349,54.2,3,3,Bills,2
5065,217956,19.91,2,2,Bills,1
5066,173557,9.14,7,3,Bills,5
5067,281531,60.09,4,3,Bills,2
5068,106233,17.83,2,2,Bills,1
5069,124513,32.71,2,2,Bills,1
5070,220051,14.66,2,2,Bills,1
5071,121770,38.02,2,2,Bills,1
5072,182901,30.56,2,2,Bills,1
5073,240404,81.76,5,2,Bills,3
5074,200234,27.03,2,2,Bills,1
5075,226879,52.6,2,2,Bills,1
5076,184718,35.44,2,2,Bills,1
5077,198719,41.29,2,2,Bills,1
5078,148367,27.25,2,2,Bills,1
5079,160642,19.32,2,2,Bills,1
5080,154320,60.29,4,3,Bills,2
5081,111503,85.19,13,6,Bills,7
5082,114442,27.94,2,2,Bills,1
5083,243213,32.78,3,3,Bills,2
5084,292277,18.51,2,2,Bills,1
5085,192164,43.84,2,2,Bills,1
5086,121373,59.92,3,3,Bills,2
5087,128235,92.35,7,4,Bills,5
5088,285209,23.97,3,2,Bills,2
5089,323802,47.14,3,3,Bills,2
5090,227141,44.19,2,2,Bills,1
5091,135692,9.14,5,2,Bills,4
5092,313377,42.33,2,2,Bills,1
5093,136612,72.15,4,4,Bills,2
5094,126334,68.29,3,3,Bills,2
5095,274653,173.84,11,6,Bills,6
5096,168545,48.47,9,6,Bills,5
5097,103843,62.59,3,3,Bills,2
5098,273074,42.05,2,2,Bills,1
5099,141406,23.02,5,3,Bills,3
5100,232024,31.72,2,2,Bills,1
5101,112434,57.83,4,4,Bills,2
5102,112945,38.75,3,3,Bills,2
5103,269400,16.43,3,2,Bills,2
5104,204486,26.44,2,2,Bills,1
5105,311977,31.99,3,3,Bills,2
5106,121907,34.15,2,2,Bills,1
5107,111467,28.06,3,2,Bills,2
5108,209595,62.17,4,3,Bills,2
5109,231738,18.55,2,2,Bills,1
5110,134403,92.54,4,4,Bills,3
5111,136797,4.29,3,2,Bills,2
5112,189780,16.26,6,3,Bills,3
5113,110180,102.98,5,3,Bills,3
5114,109336,39.25,4,4,Bills,2
5115,165355,282.08,9,4,Bills,5
5116,293657,16.14,2,2,Bills,1
5117,209287,148.55,7,4,Bills,5
5118,282664,33.15,4,2,Bills,2
5119,150211,22.21,2,2,Bills,1
5120,299761,65.42,3,2,Bills,2
5121,291161,50.85,3,2,Bills,2
5388,110109,52.31,2,2,Bills,1
5389,318512,22.46,8,2,Bills,4
5390,169251,40.66,4,4,Bills,3
5391,133313,55.09,3,2,Bills,2
5392,153283,119.71,3,3,Bills,2
5393,128096,45.7,3,2,Bills,2
5394,315334,14.57,4,2,Bills,3
5395,142584,24.46,2,2,Bills,1
5396,167920,35.8,2,2,Bills,1
5397,180001,59.44,3,3,Bills,2
5398,284927,45.65,3,3,Bills,2
5399,120962,43.22,3,3,Bills,2
5400,312028,42.83,3,3,Bills,2
5401,235757,29.71,2,2,Bills,1
5402,127890,12.69,2,2,Bills,1
5403,119563,38.89,2,2,Bills,1
5404,133845,61.2,3,3,Bills,2
5405,159536,23.4,2,2,Bills,1
5406,135682,61.21,4,4,Bills,3
5407,124058,36.97,2,2,Bills,1
5408,151060,28.86,2,2,Bills,1
5409,146314,65.34,4,2,Bills,2
5410,220047,9.43,2,2,Bills,1
5411,325398,52.53,3,3,Bills,2
5412,123396,38.62,3,3,Bills,2
5413,110516,34.93,5,4,Bills,3
5414,123478,91.91,7,3,Bills,5
5415,142690,61.63,4,4,Bills,2
5416,150077,283.91,6,3,Bills,5
5417,179854,39.46,4,3,Bills,3
5418,231867,69.46,2,2,Bills,1
5419,134701,39.4,2,2,Bills,1
5420,122932,32.86,2,2,Bills,1
5421,217365,62.16,3,2,Bills,2
5422,144368,73.24,7,4,Bills,5
5423,229586,57.57,7,2,Bills,5
5424,122305,55.92,3,3,Bills,2
5425,129971,29.56,2,2,Bills,1
5426,215002,61.06,4,2,Bills,2
5427,304296,30.23,4,4,Bills,2
5428,296033,52.94,3,3,Bills,2
5429,106567,41.71,3,2,Bills,2
5430,275432,50.62,2,2,Bills,1
5431,122525,30.76,3,3,Bills,2
5432,128975,21.34,2,2,Bills,1
5433,108042,128.84,6,3,Bills,3
5434,275212,23.51,2,2,Bills,1
5435,258559,9.43,2,2,Bills,1
5436,173043,34.85,2,2,Bills,1
5437,292254,19.05,2,2,Bills,1
5438,305514,37.56,3,3,Bills,2
5439,241291,19.44,2,2,Bills,1
5440,226874,27.25,3,3,Bills,2
5441,280213,44.13,4,4,Bills,2
5442,187747,14.26,3,2,Bills,2
5443,220442,15.51,2,2,Bills,1
5444,182908,26.38,2,2,Bills,1
5445,133626,50.66,4,3,Bills,2
5446,102881,50.71,3,2,Bills,2
5447,178563,42.84,2,2,Bills,1
5448,323445,17.04,3,2,Bills,2
5449,119420,28.38,2,2,Bills,1
5450,235215,302.33,11,6,Bills,7
5451,170502,11.43,2,2,Bills,1
5452,150046,26.22,2,2,Bills,1
5453,143007,29.63,2,2,Bills,1
5454,110567,17.47,2,2,Bills,1
5455,122061,29.22,3,3,Bills,2
5456,261505,34.97,2,2,Bills,1
5457,129280,38.64,3,3,Bills,2
5458,251856,70.09,3,3,Bills,2
5459,318445,13.29,2,2,Bills,1
5460,163066,20.4,2,2,Bills,1
5461,149398,54.3,3,3,Bills,2
5462,111312,65.01,3,3,Bills,2
5463,142861,69.7,5,3,Bills,4
5464,119429,59.46,2,2,Bills,1
5465,149018,45.56,3,3,Bills,2
5466,167342,24.82,3,3,Bills,2
5467,151126,31.13,2,2,Bills,1
5468,251761,64.6,3,3,Bills,2
5469,198714,33.69,3,3,Bills,2
5470,232559,40.68,5,4,Bills,3
5471,200264,62.38,3,2,Bills,2
5755,156968,66.53,3,2,Bills,2
5756,113858,17.79,3,3,Bills,2
5757,263713,46.18,4,4,Bills,2
5758,100040,40.55,4,3,Bills,3
5759,305559,22.4,4,4,Bills,2
5760,141051,6.57,4,2,Bills,3
5761,165980,35.58,3,3,Bills,2
5762,111841,55.94,3,3,Bills,2
5763,153117,36.5,3,3,Bills,2
5764,128551,40.71,2,2,Bills,1
5765,134079,37.07,3,2,Bills,2
5766,138596,24.25,2,2,Bills,1
5767,223721,55.96,2,2,Bills,1
5768,109534,41.89,5,4,Bills,3
5769,107861,37.9,3,3,Bills,2
5770,152259,15.43,2,2,Bills,1
5771,254502,53.27,3,3,Bills,2
5772,101668,35.59,2,2,Bills,1
5773,131970,30.04,2,2,Bills,1
5774,121398,48.27,2,2,Bills,1
5775,267061,16.57,2,2,Bills,1
5776,114854,59.94,2,2,Bills,1
5777,307223,47.34,4,4,Bills,2
5778,123005,10.0,2,2,Bills,1
5779,263978,29.73,2,2,Bills,1
5780,129511,17.54,2,2,Bills,1
5781,135167,41.56,4,3,Bills,3
5782,319670,20.06,2,2,Bills,1
5783,228439,28.74,2,2,Bills,1
5784,195750,23.39,3,3,Bills,2
5785,131790,86.21,8,6,Bills,5
5786,232177,39.6,4,4,Bills,2
5787,182146,24.43,2,2,Bills,1
5788,126589,28.11,2,2,Bills,1
5789,179376,46.42,2,2,Bills,1
5790,278858,16.11,2,2,Bills,1
5791,143269,21.75,3,3,Bills,2
5792,151618,22.72,2,2,Bills,1
5793,260091,19.08,2,2,Bills,1
5794,135263,70.91,6,3,Bills,3
5795,152974,44.03,3,2,Bills,2
5796,315678,41.58,2,2,Bills,1
5797,170589,40.89,4,4,Bills,3
5798,122561,34.28,2,2,Bills,1
5799,227894,81.18,5,3,Bills,3
5800,221253,19.28,2,2,Bills,1
5801,105610,37.69,3,3,Bills,2
5802,267789,40.7,2,2,Bills,1
5803,121785,79.21,4,3,Bills,3
5804,139515,36.74,3,2,Bills,2
5805,109379,74.4,3,3,Bills,2
5806,293200,37.09,2,2,Bills,1
5807,248846,49.02,3,3,Bills,2
5808,288506,28.24,3,3,Bills,2
5809,310825,56.79,3,3,Bills,2
5810,220687,63.94,4,4,Bills,3
5811,199716,42.93,3,3,Bills,2
5812,294581,46.33,3,3,Bills,2
